x,y,z
2.9817,0.0,18.45
2.9668,0.2335,18.45
2.8898,0.4577,18.45
2.8558,0.6856,18.45
2.8313,0.92,18.45
2.7334,1.1322,18.45
2.6196,1.3347,18.45
2.5071,1.5363,18.45
2.3657,1.7188,18.45
2.258,1.9285,18.45
2.0877,2.0877,18.45
1.9298,2.2595,18.45
1.7361,2.3895,18.45
1.5486,2.5271,18.45
1.3425,2.6347,18.45
1.1196,2.7029,18.45
0.9033,2.7802,18.45
0.6836,2.8473,18.45
0.4573,2.8871,18.45
0.2325,2.9542,18.45
0.0,2.9491,18.45
-0.2313,2.9383,18.45
-0.4612,2.9119,18.45
-0.6913,2.8797,18.45
-0.9129,2.8096,18.45
-1.1314,2.7314,18.45
-1.3494,2.6484,18.45
-1.5523,2.5331,18.45
-1.7509,2.4099,18.45
-1.9088,2.2349,18.45
-2.0922,2.0922,18.45
-2.2393,1.9126,18.45
-2.3651,1.7183,18.45
-2.4927,1.5275,18.45
-2.6485,1.3495,18.45
-2.7135,-2.9898,18.45
-2.7926,-2.9589,18.45
-2.8615,-2.9514,18.45
-2.9023,-2.9573,18.45
-2.9358,-2.9969,18.45
-2.9334,-2.9456,18.45
-2.9459,-2.9794,18.45
-2.8952,-2.9752,18.45
-2.844,-2.9573,18.45
-2.8331,-2.9922,18.45
-2.7026,-2.9568,18.45
-2.6368,-1.3435,18.45
-2.5411,-1.5572,18.45
-2.3778,-1.7276,18.45
-2.2415,-1.9144,18.45
-2.0819,-2.0819,18.45
-1.9084,-2.2345,18.45
-1.7499,-2.4085,18.45
-1.5431,-2.518,18.45
-1.3504,-2.6503,18.45
-1.1244,-2.7145,18.45
-0.9119,-2.8066,18.45
-0.6832,-2.8455,18.45
-0.4585,-2.8949,18.45
-0.2322,-2.9507,18.45
-0.0,-2.9448,18.45
0.2332,-2.9637,18.45
0.4631,-2.9237,18.45
0.6866,-2.8597,18.45
0.9124,-2.8081,18.45
1.1279,-2.7229,18.45
1.3337,-2.6174,18.45
1.5369,-2.508,18.45
1.7405,-2.3955,18.45
1.9282,-2.2577,18.45
2.1045,-2.1045,18.45
2.2638,-1.9335,18.45
2.3758,-1.7261,18.45
2.5305,-1.5507,18.45
2.6485,-1.3495,18.45
2.7047,-1.1203,18.45
2.7902,-0.9066,18.45
2.8883,-0.6934,18.45
2.9168,-0.462,18.45
2.9133,-0.2293,18.45
3.0083,0.0,18.6
2.9795,0.2345,18.6
2.9654,0.4697,18.6
2.9192,0.7008,18.6
2.8681,0.9319,18.6
2.8093,1.1637,18.6
2.6853,1.3682,18.6
2.5912,1.5879,18.6
2.4275,1.7637,18.6
2.2745,1.9426,18.6
2.1296,2.1296,18.6
1.9432,2.2752,18.6
1.7638,2.4277,18.6
1.5762,2.5721,18.6
1.3777,2.7039,18.6
1.1594,2.7991,18.6
0.9414,2.8974,18.6
0.7019,2.9236,18.6
0.476,3.0052,18.6
0.2346,2.9812,18.6
0.0,3.0407,18.6
-0.239,3.0374,18.6
-0.4744,2.9955,18.6
-0.6978,2.9065,18.6
-0.9372,2.8843,18.6
-1.1497,2.7757,18.6
-1.365,2.6789,18.6
-1.5671,2.5572,18.6
-1.7707,2.4371,18.6
-1.9648,2.3004,18.6
-2.1396,2.1396,18.6
-2.2878,1.954,18.6
-2.4205,1.7586,18.6
-2.5658,1.5723,18.6
-2.6739,1.3624,18.6
-2.8076,-2.9894,18.6
-2.855,-2.9615,18.6
-2.9286,-2.9712,18.6
-2.9997,-2.9881,18.6
-3.0241,-2.9482,18.6
-2.9925,-2.9676,18.6
-3.0223,-2.9717,18.6
-2.9715,-2.9927,18.6
-2.9128,-2.9484,18.6
-2.8637,-2.9914,18.6
-2.7838,-2.943,18.6
-2.688,-1.3696,18.6
-2.5625,-1.5703,18.6
-2.4407,-1.7733,18.6
-2.3051,-1.9687,18.6
-2.1517,-2.1517,18.6
-1.9502,-2.2834,18.6
-1.7812,-2.4516,18.6
-1.5684,-2.5595,18.6
-1.3577,-2.6646,18.6
-1.1444,-2.7629,18.6
-0.9297,-2.8612,18.6
-0.6989,-2.911,18.6
-0.4716,-2.9773,18.6
-0.2355,-2.9925,18.6
-0.0,-3.0061,18.6
0.2359,-2.9976,18.6
0.4701,-2.968,18.6
0.7025,-2.9259,18.6
0.9362,-2.8813,18.6
1.1488,-2.7734,18.6
1.3723,-2.6933,18.6
1.5741,-2.5687,18.6
1.7783,-2.4476,18.6
1.9706,-2.3072,18.6
2.1142,-2.1142,18.6
2.3054,-1.969,18.6
2.4621,-1.7888,18.6
2.5689,-1.5742,18.6
2.7088,-1.3802,18.6
2.7939,-1.1573,18.6
2.8859,-0.9377,18.6
2.927,-0.7027,18.6
2.9694,-0.4703,18.6
3.0353,-0.2389,18.6
3.0348,0.0,18.75
3.034,0.2388,18.75
3.0083,0.4765,18.75
2.937,0.7051,18.75
2.8769,0.9348,18.75
2.8249,1.1701,18.75
2.7058,1.3787,18.75
2.6002,1.5934,18.75
2.4883,1.8078,18.75
2.3262,1.9867,18.75
2.1672,2.1672,18.75
1.9875,2.327,18.75
1.8085,2.4892,18.75
1.6023,2.6147,18.75
1.3814,2.7112,18.75
1.1766,2.8406,18.75
0.9363,2.8818,18.75
0.7119,2.9651,18.75
0.4768,3.0104,18.75
0.2397,3.0454,18.75
0.0,3.0191,18.75
-0.2393,3.0404,18.75
-0.4732,2.9877,18.75
-0.7112,2.9622,18.75
-0.9496,2.9227,18.75
-1.169,2.8222,18.75
-1.3835,2.7153,18.75
-1.5852,2.5869,18.75
-1.7985,2.4754,18.75
-1.9994,2.341,18.75
-2.1646,2.1646,18.75
-2.3353,1.9945,18.75
-2.4641,1.7903,18.75
-2.6125,1.6009,18.75
-2.7051,1.3783,18.75
-2.836,-2.9697,18.75
-2.8929,-2.9551,18.75
-2.955,-2.9625,18.75
-3.0307,-2.952,18.75
-3.0408,-2.9952,18.75
-3.0694,-2.9455,18.75
-3.0301,-2.9507,18.75
-3.0309,-2.9669,18.75
-2.9889,-2.9414,18.75
-2.8922,-2.9752,18.75
-2.8263,-2.948,18.75
-2.7269,-1.3894,18.75
-2.5764,-1.5788,18.75
-2.4434,-1.7752,18.75
-2.3198,-1.9813,18.75
-2.1679,-2.1679,18.75
-1.972,-2.3089,18.75
-1.8048,-2.4842,18.75
-1.5803,-2.5789,18.75
-1.3752,-2.699,18.75
-1.1735,-2.8332,18.75
-0.9461,-2.9119,18.75
-0.7094,-2.9548,18.75
-0.4812,-3.0382,18.75
-0.2381,-3.0254,18.75
-0.0,-3.0604,18.75
0.2375,-3.0182,18.75
0.4741,-2.9932,18.75
0.7147,-2.9769,18.75
0.9371,-2.8841,18.75
1.1685,-2.8209,18.75
1.3715,-2.6917,18.75
1.5948,-2.6024,18.75
1.78,-2.45,18.75
1.9985,-2.3399,18.75
2.1503,-2.1503,18.75
2.3043,-1.9681,18.75
2.4775,-1.8,18.75
2.5822,-1.5824,18.75
2.7375,-1.3948,18.75
2.7914,-1.1562,18.75
2.9018,-0.9429,18.75
2.9928,-0.7185,18.75
3.0347,-0.4806,18.75
3.0541,-0.2404,18.75
2.9655,0.0,18.9
2.9505,0.2322,18.9
2.9415,0.4659,18.9
2.8728,0.6897,18.9
2.8028,0.9107,18.9
2.7515,1.1397,18.9
2.6587,1.3547,18.9
2.5596,1.5685,18.9
2.4214,1.7592,18.9
2.2783,1.9458,18.9
2.0927,2.0927,18.9
1.9258,2.2548,18.9
1.7471,2.4047,18.9
1.5586,2.5434,18.9
1.3446,2.6389,18.9
1.1478,2.771,18.9
0.9282,2.8567,18.9
0.6982,2.908,18.9
0.47,2.9673,18.9
0.2325,2.9545,18.9
0.0,2.9659,18.9
-0.2313,2.9394,18.9
-0.462,2.9169,18.9
-0.6959,2.8987,18.9
-0.9187,2.8276,18.9
-1.1324,2.734,18.9
-1.346,2.6417,18.9
-1.5519,2.5325,18.9
-1.7601,2.4225,18.9
-1.9186,2.2464,18.9
-2.1202,2.1202,18.9
-2.2815,1.9486,18.9
-2.411,1.7517,18.9
-2.5352,1.5535,18.9
-2.6546,1.3526,18.9
-2.7386,-2.9537,18.9
-2.837,-2.9819,18.9
-2.9193,-2.9929,18.9
-2.9665,-2.9781,18.9
-2.9887,-2.9671,18.9
-2.9782,-2.9849,18.9
-2.9847,-2.9883,18.9
-2.962,-2.9444,18.9
-2.879,-2.9833,18.9
-2.8109,-2.9635,18.9
-2.756,-2.9621,18.9
-2.6443,-1.3474,18.9
-2.5381,-1.5554,18.9
-2.4106,-1.7514,18.9
-2.2508,-1.9223,18.9
-2.0855,-2.0855,18.9
-1.9226,-2.2511,18.9
-1.7389,-2.3934,18.9
-1.5664,-2.5561,18.9
-1.3451,-2.6399,18.9
-1.134,-2.7377,18.9
-0.9113,-2.8048,18.9
-0.7009,-2.9193,18.9
-0.4632,-2.9247,18.9
-0.2339,-2.9724,18.9
-0.0,-2.9513,18.9
0.2348,-2.9832,18.9
0.4655,-2.9388,18.9
0.6948,-2.894,18.9
0.9161,-2.8193,18.9
1.1338,-2.7373,18.9
1.3527,-2.6548,18.9
1.5628,-2.5502,18.9
1.7599,-2.4223,18.9
1.9184,-2.2462,18.9
2.0821,-2.0821,18.9
2.2812,-1.9483,18.9
2.4276,-1.7637,18.9
2.5461,-1.5602,18.9
2.6435,-1.3469,18.9
2.7377,-1.134,18.9
2.8456,-0.9246,18.9
2.8945,-0.6949,18.9
2.9575,-0.4684,18.9
2.9441,-0.2317,18.9
2.9498,0.0,19.05
2.9489,0.2321,19.05
2.9274,0.4637,19.05
2.8534,0.6851,19.05
2.7899,0.9065,19.05
2.7512,1.1396,19.05
2.6658,1.3583,19.05
2.5269,1.5485,19.05
2.3806,1.7296,19.05
2.261,1.9311,19.05
2.1139,2.1139,19.05
1.9241,2.2529,19.05
1.7395,2.3942,19.05
1.5514,2.5316,19.05
1.3382,2.6264,19.05
1.1443,2.7626,19.05
0.9158,2.8185,19.05
0.6975,2.9052,19.05
0.4599,2.9034,19.05
0.2302,2.9251,19.05
0.0,2.9761,19.05
-0.2314,2.9398,19.05
-0.4656,2.9395,19.05
-0.6985,2.9095,19.05
-0.9201,2.8318,19.05
-1.1293,2.7265,19.05
-1.3498,2.6491,19.05
-1.5451,2.5214,19.05
-1.7369,2.3907,19.05
-1.9192,2.2471,19.05
-2.0929,2.0929,19.05
-2.2414,1.9143,19.05
-2.3911,1.7373,19.05
-2.5188,1.5435,19.05
-2.6571,1.3539,19.05
-2.7329,-2.9948,19.05
-2.8195,-2.9944,19.05
-2.8726,-2.9419,19.05
-2.9189,-2.9561,19.05
-2.9604,-2.9495,19.05
-2.9547,-2.9971,19.05
-2.9564,-2.9791,19.05
-2.9493,-2.9719,19.05
-2.8635,-2.9722,19.05
-2.8372,-2.9431,19.05
-2.7589,-2.9641,19.05
-2.6617,-1.3562,19.05
-2.5433,-1.5585,19.05
-2.4093,-1.7504,19.05
-2.2591,-1.9294,19.05
-2.0759,-2.0759,19.05
-1.928,-2.2574,19.05
-1.7237,-2.3725,19.05
-1.5504,-2.53,19.05
-1.3541,-2.6576,19.05
-1.1267,-2.7202,19.05
-0.9217,-2.8366,19.05
-0.6964,-2.9007,19.05
-0.4679,-2.954,19.05
-0.2338,-2.9712,19.05
-0.0,-2.978,19.05
0.233,-2.9604,19.05
0.4641,-2.9304,19.05
0.6909,-2.8778,19.05
0.9083,-2.7955,19.05
1.1434,-2.7603,19.05
1.3418,-2.6333,19.05
1.563,-2.5505,19.05
1.7406,-2.3957,19.05
1.9287,-2.2583,19.05
2.0748,-2.0748,19.05
2.249,-1.9208,19.05
2.3776,-1.7274,19.05
2.5039,-1.5344,19.05
2.6636,-1.3572,19.05
2.7209,-1.127,19.05
2.8407,-0.923,19.05
2.8686,-0.6887,19.05
2.9143,-0.4616,19.05
2.978,-0.2344,19.05
2.9738,0.0,19.2
2.9718,0.2339,19.2
2.9157,0.4618,19.2
2.9056,0.6976,19.2
2.8491,0.9257,19.2
2.7374,1.1339,19.2
2.656,1.3533,19.2
2.5339,1.5528,19.2
2.4123,1.7526,19.2
2.2632,1.933,19.2
2.1178,2.1178,19.2
1.9171,2.2446,19.2
1.7578,2.4194,19.2
1.5597,2.5453,19.2
1.355,2.6592,19.2
1.1356,2.7416,19.2
0.9087,2.7968,19.2
0.6949,2.8946,19.2
0.4665,2.9457,19.2
0.2343,2.9767,19.2
0.0,2.9495,19.2
-0.2341,2.9746,19.2
-0.462,2.917,19.2
-0.6907,2.8772,19.2
-0.9108,2.8031,19.2
-1.1471,2.7693,19.2
-1.3465,2.6426,19.2
-1.5513,2.5315,19.2
-1.7431,2.3992,19.2
-1.947,2.2797,19.2
-2.0924,2.0924,19.2
-2.2677,1.9368,19.2
-2.3797,1.7289,19.2
-2.5406,1.5569,19.2
-2.6205,1.3352,19.2
-2.766,-2.9623,19.2
-2.8129,-2.9447,19.2
-2.8982,-2.9892,19.2
-2.9478,-2.9549,19.2
-2.9473,-2.9972,19.2
-2.9577,-2.9674,19.2
-2.9524,-2.971,19.2
-2.9269,-2.993,19.2
-2.8817,-2.9974,19.2
-2.8047,-2.9517,19.2
-2.7189,-2.9854,19.2
-2.6477,-1.349,19.2
-2.5302,-1.5505,19.2
-2.393,-1.7386,19.2
-2.2513,-1.9228,19.2
-2.1157,-2.1157,19.2
-1.9283,-2.2577,19.2
-1.743,-2.399,19.2
-1.5414,-2.5154,19.2
-1.3408,-2.6315,19.2
-1.1321,-2.7332,19.2
-0.9176,-2.824,19.2
-0.6986,-2.9097,19.2
-0.4625,-2.9199,19.2
-0.2327,-2.957,19.2
-0.0,-2.9859,19.2
0.2337,-2.9697,19.2
0.4662,-2.9432,19.2
0.6893,-2.8712,19.2
0.9161,-2.8195,19.2
1.1349,-2.7398,19.2
1.3361,-2.6222,19.2
1.5548,-2.5372,19.2
1.7319,-2.3837,19.2
1.9265,-2.2556,19.2
2.1025,-2.1025,19.2
2.2679,-1.9369,19.2
2.3804,-1.7294,19.2
2.5066,-1.5361,19.2
2.6638,-1.3573,19.2
2.7689,-1.1469,19.2
2.8179,-0.9156,19.2
2.9026,-0.6968,19.2
2.9076,-0.4605,19.2
2.9618,-0.2331,19.2
2.9583,0.0,19.35
2.9943,0.2357,19.35
2.9615,0.4691,19.35
2.8958,0.6952,19.35
2.8145,0.9145,19.35
2.7664,1.1459,19.35
2.6413,1.3458,19.35
2.5301,1.5505,19.35
2.4254,1.7622,19.35
2.2764,1.9442,19.35
2.1107,2.1107,19.35
1.9469,2.2796,19.35
1.7344,2.3872,19.35
1.5681,2.5589,19.35
1.3447,2.6392,19.35
1.1456,2.7657,19.35
0.9196,2.8304,19.35
0.6974,2.9049,19.35
0.4666,2.9463,19.35
0.2322,2.9503,19.35
0.0,2.9566,19.35
-0.2349,2.9844,19.35
-0.4692,2.9625,19.35
-0.689,2.87,19.35
-0.9298,2.8616,19.35
-1.1417,2.7564,19.35
-1.363,2.6749,19.35
-1.5708,2.5633,19.35
-1.769,2.4348,19.35
-1.9182,2.2459,19.35
-2.1104,2.1104,19.35
-2.2888,1.9548,19.35
-2.408,1.7495,19.35
-2.5638,1.5711,19.35
-2.6387,1.3445,19.35
-2.7448,-2.9942,19.35
-2.8463,-2.9643,19.35
-2.923,-2.9812,19.35
-2.9437,-2.9604,19.35
-2.9648,-2.9939,19.35
-2.9976,-2.9923,19.35
-2.9892,-2.9475,19.35
-2.9527,-2.9683,19.35
-2.8917,-2.9833,19.35
-2.813,-2.9554,19.35
-2.7373,-2.9485,19.35
-2.681,-1.3661,19.35
-2.5647,-1.5717,19.35
-2.3928,-1.7385,19.35
-2.2885,-1.9546,19.35
-2.086,-2.086,19.35
-1.9207,-2.2489,19.35
-1.7596,-2.4219,19.35
-1.571,-2.5636,19.35
-1.3598,-2.6688,19.35
-1.1431,-2.7596,19.35
-0.9211,-2.8348,19.35
-0.6913,-2.8795,19.35
-0.466,-2.9424,19.35
-0.2347,-2.982,19.35
-0.0,-2.9689,19.35
0.2325,-2.9539,19.35
0.4678,-2.9535,19.35
0.6985,-2.9094,19.35
0.9206,-2.8333,19.35
1.1383,-2.748,19.35
1.345,-2.6397,19.35
1.5507,-2.5305,19.35
1.7536,-2.4136,19.35
1.9168,-2.2443,19.35
2.0977,-2.0977,19.35
2.25,-1.9217,19.35
2.428,-1.7641,19.35
2.5581,-1.5676,19.35
2.6687,-1.3598,19.35
2.759,-1.1428,19.35
2.8416,-0.9233,19.35
2.8964,-0.6954,19.35
2.9486,-0.467,19.35
2.982,-0.2347,19.35
3.0056,0.0,19.5
2.9578,0.2328,19.5
2.9205,0.4626,19.5
2.9241,0.702,19.5
2.8292,0.9193,19.5
2.7382,1.1342,19.5
2.6637,1.3572,19.5
2.5457,1.56,19.5
2.4073,1.749,19.5
2.2755,1.9435,19.5
2.128,2.128,19.5
1.9275,2.2569,19.5
1.7617,2.4248,19.5
1.5503,2.5299,19.5
1.3521,2.6537,19.5
1.1474,2.7701,19.5
0.914,2.8132,19.5
0.6932,2.8876,19.5
0.4624,2.9194,19.5
0.2324,2.953,19.5
0.0,2.9835,19.5
-0.2321,2.9491,19.5
-0.4636,2.9268,19.5
-0.6912,2.879,19.5
-0.9204,2.8328,19.5
-1.1313,2.7313,19.5
-1.3675,2.6838,19.5
-1.5478,2.5258,19.5
-1.7652,2.4296,19.5
-1.9344,2.2649,19.5
-2.1118,2.1118,19.5
-2.2623,1.9321,19.5
-2.4388,1.7719,19.5
-2.5285,1.5495,19.5
-2.6475,1.349,19.5
-2.7481,-2.9898,19.5
-2.843,-2.9785,19.5
-2.9282,-2.9701,19.5
-2.9394,-2.9614,19.5
-2.9721,-2.9909,19.5
-2.979,-2.9709,19.5
-2.9556,-2.9617,19.5
-2.923,-2.9881,19.5
-2.9274,-2.9957,19.5
-2.8147,-2.9468,19.5
-2.7674,-2.9489,19.5
-2.6711,-1.361,19.5
-2.5392,-1.556,19.5
-2.3955,-1.7404,19.5
-2.268,-1.9371,19.5
-2.1219,-2.1219,19.5
-1.927,-2.2562,19.5
-1.7619,-2.4251,19.5
-1.5448,-2.5209,19.5
-1.3485,-2.6466,19.5
-1.1498,-2.7759,19.5
-0.924,-2.8439,19.5
-0.6987,-2.9103,19.5
-0.4698,-2.9663,19.5
-0.2363,-3.0023,19.5
-0.0,-2.9863,19.5
0.2329,-2.9589,19.5
0.4698,-2.966,19.5
0.6919,-2.8818,19.5
0.9186,-2.8272,19.5
1.1458,-2.7662,19.5
1.3514,-2.6523,19.5
1.5604,-2.5463,19.5
1.738,-2.3922,19.5
1.9382,-2.2693,19.5
2.1246,-2.1246,19.5
2.2865,-1.9529,19.5
2.393,-1.7386,19.5
2.5315,-1.5513,19.5
2.6485,-1.3495,19.5
2.7633,-1.1446,19.5
2.826,-0.9182,19.5
2.8764,-0.6906,19.5
2.9636,-0.4694,19.5
3.0042,-0.2364,19.5
2.9669,0.0,19.65
2.9729,0.234,19.65
2.946,0.4666,19.65
2.8646,0.6877,19.65
2.8185,0.9158,19.65
2.7368,1.1336,19.65
2.6726,1.3618,19.65
2.5244,1.5469,19.65
2.4199,1.7582,19.65
2.2514,1.9229,19.65
2.0948,2.0948,19.65
1.946,2.2784,19.65
1.7537,2.4138,19.65
1.5517,2.5322,19.65
1.3404,2.6306,19.65
1.1361,2.7428,19.65
0.9239,2.8436,19.65
0.6889,2.8696,19.65
0.4665,2.9453,19.65
0.2336,2.9683,19.65
0.0,2.9984,19.65
-0.2337,2.9694,19.65
-0.4659,2.9413,19.65
-0.69,2.8742,19.65
-0.9241,2.844,19.65
-1.1309,2.7302,19.65
-1.3621,2.6733,19.65
-1.5593,2.5446,19.65
-1.7614,2.4243,19.65
-1.9306,2.2604,19.65
-2.1165,2.1165,19.65
-2.2542,1.9253,19.65
-2.4013,1.7447,19.65
-2.5288,1.5497,19.65
-2.6417,1.346,19.65
-2.7589,-2.9985,19.65
-2.8512,-2.9649,19.65
-2.9006,-2.9499,19.65
-2.9177,-2.9881,19.65
-2.9345,-2.9625,19.65
-2.9532,-2.9696,19.65
-2.9903,-2.96,19.65
-2.9646,-2.9509,19.65
-2.9151,-2.9687,19.65
-2.834,-2.9994,19.65
-2.7279,-2.9702,19.65
-2.663,-1.3568,19.65
-2.5194,-1.5439,19.65
-2.4014,-1.7447,19.65
-2.2608,-1.9309,19.65
-2.0992,-2.0992,19.65
-1.9317,-2.2617,19.65
-1.735,-2.388,19.65
-1.5549,-2.5374,19.65
-1.3614,-2.6719,19.65
-1.1484,-2.7725,19.65
-0.9251,-2.8471,19.65
-0.694,-2.8905,19.65
-0.4661,-2.9426,19.65
-0.234,-2.9738,19.65
-0.0,-2.9989,19.65
0.2335,-2.9672,19.65
0.4625,-2.9199,19.65
0.6927,-2.8853,19.65
0.9272,-2.8537,19.65
1.1479,-2.7712,19.65
1.3517,-2.6529,19.65
1.5508,-2.5307,19.65
1.7427,-2.3986,19.65
1.9327,-2.2629,19.65
2.0839,-2.0839,19.65
2.2443,-1.9169,19.65
2.3863,-1.7337,19.65
2.532,-1.5516,19.65
2.66,-1.3553,19.65
2.7511,-1.1395,19.65
2.8097,-0.9129,19.65
2.9119,-0.6991,19.65
2.9556,-0.4681,19.65
2.9342,-0.2309,19.65
3.0598,0.0,19.8
3.0495,0.24,19.8
2.9888,0.4734,19.8
2.9746,0.7141,19.8
2.8898,0.9389,19.8
2.8395,1.1762,19.8
2.7242,1.388,19.8
2.6176,1.6041,19.8
2.4826,1.8037,19.8
2.3198,1.9813,19.8
2.1388,2.1388,19.8
1.9973,2.3386,19.8
1.8052,2.4846,19.8
1.5784,2.5758,19.8
1.3709,2.6906,19.8
1.163,2.8077,19.8
0.9369,2.8833,19.8
0.7113,2.9627,19.8
0.4726,2.984,19.8
0.2388,3.0348,19.8
0.0,3.0614,19.8
-0.2371,3.0123,19.8
-0.4749,2.9983,19.8
-0.705,2.9364,19.8
-0.946,2.9114,19.8
-1.1652,2.8129,19.8
-1.3898,2.7276,19.8
-1.6066,2.6218,19.8
-1.7986,2.4755,19.8
-1.9807,2.3191,19.8
-2.1511,2.1511,19.8
-2.3336,1.9931,19.8
-2.4792,1.8012,19.8
-2.6113,1.6002,19.8
-2.7322,1.3921,19.8
-2.8245,-2.9727,19.8
-2.915,-2.9711,19.8
-2.9515,-2.9941,19.8
-3.0154,-2.9839,19.8
-3.065,-2.9418,19.8
-3.0577,-2.9871,19.8
-3.0282,-2.9724,19.8
-3.0232,-2.9454,19.8
-2.9873,-2.9504,19.8
-2.9201,-2.9707,19.8
-2.7909,-2.9578,19.8
-2.6959,-1.3736,19.8
-2.5894,-1.5868,19.8
-2.4512,-1.7809,19.8
-2.3055,-1.9691,19.8
-2.1363,-2.1363,19.8
-1.9625,-2.2978,19.8
-1.8,-2.4775,19.8
-1.6026,-2.6152,19.8
-1.3905,-2.729,19.8
-1.1727,-2.8311,19.8
-0.9452,-2.9089,19.8
-0.7098,-2.9565,19.8
-0.4815,-3.0402,19.8
-0.2404,-3.0551,19.8
-0.0,-3.0458,19.8
0.2394,-3.0418,19.8
0.4778,-3.0165,19.8
0.7173,-2.9879,19.8
0.9452,-2.9092,19.8
1.1781,-2.8441,19.8
1.3904,-2.7288,19.8
1.5783,-2.5756,19.8
1.8087,-2.4894,19.8
1.9955,-2.3364,19.8
2.1641,-2.1641,19.8
2.3004,-1.9647,19.8
2.482,-1.8033,19.8
2.6077,-1.598,19.8
2.7088,-1.3802,19.8
2.8127,-1.165,19.8
2.8875,-0.9382,19.8
2.982,-0.7159,19.8
3.0092,-0.4766,19.8
3.0305,-0.2385,19.8
3.0179,0.0,19.95
3.0203,0.2377,19.95
3.0255,0.4792,19.95
2.9646,0.7117,19.95
2.8855,0.9376,19.95
2.823,1.1693,19.95
2.7044,1.378,19.95
2.5905,1.5875,19.95
2.4717,1.7958,19.95
2.2998,1.9642,19.95
2.161,2.161,19.95
1.9805,2.3189,19.95
1.7767,2.4455,19.95
1.5923,2.5984,19.95
1.3714,2.6914,19.95
1.1561,2.7912,19.95
0.9436,2.904,19.95
0.7069,2.9446,19.95
0.473,2.9862,19.95
0.2371,3.0125,19.95
0.0,3.0124,19.95
-0.2367,3.0078,19.95
-0.4769,3.0113,19.95
-0.7091,2.9536,19.95
-0.9404,2.8944,19.95
-1.1531,2.7839,19.95
-1.368,2.6848,19.95
-1.5731,2.567,19.95
-1.803,2.4817,19.95
-1.9896,2.3295,19.95
-2.1445,2.1445,19.95
-2.3268,1.9873,19.95
-2.4344,1.7687,19.95
-2.5842,1.5836,19.95
-2.7051,1.3783,19.95
-2.8127,-2.9612,19.95
-2.9145,-2.94,19.95
-2.9318,-2.9677,19.95
-2.974,-2.9975,19.95
-3.0417,-2.9635,19.95
-3.0578,-2.9452,19.95
-3.0146,-2.9829,19.95
-2.9986,-2.9621,19.95
-2.9522,-2.9593,19.95
-2.8899,-2.9484,19.95
-2.8041,-2.999,19.95
-2.725,-1.3884,19.95
-2.5971,-1.5915,19.95
-2.4351,-1.7692,19.95
-2.3257,-1.9863,19.95
-2.1559,-2.1559,19.95
-1.9562,-2.2904,19.95
-1.7973,-2.4737,19.95
-1.5746,-2.5695,19.95
-1.3873,-2.7227,19.95
-1.1614,-2.8038,19.95
-0.9406,-2.8949,19.95
-0.7095,-2.9555,19.95
-0.4727,-2.9842,19.95
-0.2378,-3.0218,19.95
-0.0,-3.0228,19.95
0.2382,-3.0269,19.95
0.4764,-3.008,19.95
0.7025,-2.9263,19.95
0.9361,-2.8811,19.95
1.1701,-2.8248,19.95
1.3921,-2.7322,19.95
1.601,-2.6126,19.95
1.7767,-2.4454,19.95
1.9558,-2.2899,19.95
2.1271,-2.1271,19.95
2.3064,-1.9698,19.95
2.4592,-1.7867,19.95
2.582,-1.5823,19.95
2.6987,-1.3751,19.95
2.7806,-1.1518,19.95
2.8656,-0.9311,19.95
2.9459,-0.7072,19.95
2.9729,-0.4709,19.95
3.0402,-0.2393,19.95
2.958,0.0,20.1
2.9864,0.235,20.1
2.9487,0.467,20.1
2.906,0.6977,20.1
2.8329,0.9205,20.1
2.7706,1.1476,20.1
2.6616,1.3561,20.1
2.5243,1.5469,20.1
2.4059,1.748,20.1
2.2583,1.9287,20.1
2.1245,2.1245,20.1
1.9458,2.2783,20.1
1.7426,2.3984,20.1
1.5427,2.5175,20.1
1.3661,2.6811,20.1
1.152,2.7811,20.1
0.9244,2.845,20.1
0.6987,2.9103,20.1
0.4656,2.9396,20.1
0.2335,2.9667,20.1
0.0,2.9633,20.1
-0.2328,2.9581,20.1
-0.4712,2.9751,20.1
-0.6934,2.8881,20.1
-0.9154,2.8174,20.1
-1.1398,2.7517,20.1
-1.3658,2.6806,20.1
-1.5725,2.5662,20.1
-1.767,2.4321,20.1
-1.9316,2.2616,20.1
-2.1202,2.1202,20.1
-2.2841,1.9508,20.1
-2.4184,1.7571,20.1
-2.5679,1.5736,20.1
-2.6396,1.3449,20.1
-2.7647,-2.9785,20.1
-2.8597,-2.9884,20.1
-2.8754,-2.9501,20.1
-2.9422,-2.9741,20.1
-2.9734,-2.9873,20.1
-2.9836,-2.9538,20.1
-2.9812,-2.9553,20.1
-2.9349,-2.988,20.1
-2.8743,-2.9432,20.1
-2.8455,-2.9974,20.1
-2.7432,-2.9498,20.1
-2.6822,-1.3666,20.1
-2.5237,-1.5465,20.1
-2.4201,-1.7583,20.1
-2.2805,-1.9477,20.1
-2.102,-2.102,20.1
-1.9226,-2.251,20.1
-1.7671,-2.4322,20.1
-1.5455,-2.522,20.1
-1.3599,-2.669,20.1
-1.1456,-2.7657,20.1
-0.9208,-2.8339,20.1
-0.6942,-2.8917,20.1
-0.4623,-2.9187,20.1
-0.2357,-2.995,20.1
-0.0,-2.9979,20.1
0.2351,-2.9868,20.1
